PinCode,MCCcode
515672,570
515133,568
515154,564
515110,555
515159,554
515159,537
515672,532
515651,520
515110,511
515231,508
515651,478
515002,474
515110,450
515133,449
515133,444
515651,440
515120,425
515110,400
515144,397
515144,390
515159,375
515101,373
515101,367
515133,349
515231,339
515110,321
515651,145
515651,104
515651,71
515133,49
515133,44
515133,34
632202,3700
632202,3500
632202,3000
632202,2500
632202,2000
632202,69
632106,68
632202,67
632202,66
632203,65
632202,63
632007,62
632202,61
632202,57
632106,54
632202,53
632202,51
632202,50
632202,49
632202,48
632202,47
632204,46
632202,44
632202,43
632202,40
632202,39
632006,38
632202,37
632202,33
632202,32
632202,31
632202,30
632106,29
632202,27
632204,26
632204,25
632209,22
632603,18
632603,17
632603,15
632603,12
632603,11
632007,10
632106,9
632103,6
632106,4
632103,3
632103,2
632106,1
517325,2953
517247,2882
517325,2835
517325,2830
517417,2761
563135,2736
563135,2735
563135,2708
563135,2418
517325,2358
517408,2349
517417,2332
563135,2331
563135,2177
563135,2139
563135,2071
563135,2056
563135,2001
517417,1577
517417,1576
517325,1575
517417,1573
517257,1569
517325,1563
517247,1558
517257,1557
517247,1555
517257,1554
517247,1546
517417,1542
517247,1539
563134,1529
517417,1527
517247,1523
517417,1519
517417,1518
517325,1515
517247,1514
517280,1513
517325,1511
563134,1507
517325,1506
517325,1502
517247,1500
517325,1499
563134,1498
517325,1496
517247,1495
517247,1490
563134,1487
517247,1485
563135,1481
517325,1479
517325,1477
563135,1476
563135,1475
517247,1457
563135,1453
517417,1443
517325,1439
517297,1424
517325,1423
517417,1421
563135,1420
517297,1417
563135,1413
517417,1408
563134,1401
517247,1397
517247,1395
517247,1394
517247,1392
517417,1390
517325,1387
517297,1381
563135,1375
517257,1373
517325,1367
517325,1342
517325,1341
517325,1338
517247,1336
517325,1335
517247,1334
517325,1331
517325,1324
517325,1318
517247,1311
563134,1308
517418,1276
517418,1269
517325,1259
517325,1191
508206,1152
517325,1124
517325,1101
517325,1085
517247,1063
517325,1054
517325,1006
572132,81
572132,79
572175,77
572175,76
572175,75
572132,74
572175,73
572175,71
572125,70
517130,69
572127,68
572132,67
572127,66
515311,63
515321,62
515321,61
572129,60
515311,59
572140,54
572129,53
572129,52
515311,51
515311,48
515311,35
515311,32
572129,31
572112,30
572132,28
572140,27
572106,26
572129,25
572112,24
572140,22
515321,21
515321,20
515311,19
515321,18
515311,17
515321,15
515321,13
515321,12
572112,5
572112,4
572129,2
631202,475
631205,473
631207,472
631205,471
631304,470
631206,469
631205,466
631207,463
631205,462
631208,461
631205,460
631205,459
517590,453
631207,452
631208,449
517592,447
631207,445
631207,444
631208,443
631205,442
517590,438
631213,435
631208,433
631207,431
517582,429
517590,397
631003,395
631208,390
631205,379
631207,378
631205,374
517590,370
631208,366
631209,352
631211,340
517592,338
517590,337
517592,329
631209,315
631206,304
517592,303
517590,300
631213,299
632510,285
632510,280
531207,273
631207,269
631207,263
631207,260
517592,255
631207,222
631208,219
631208,188
631202,162
631202,160
631205,150
631205,149
631205,147
631205,144
631208,124
631205,119
631205,108
631101,106
631101,105
631205,101
517214,2528
517214,2526
517237,2524
517214,2522
517214,2508
517193,2505
527192,2492
517214,2489
517214,2481
517214,2463
517214,2444
517214,2440
517194,2437
517192,2435
517214,2424
517214,2421
517214,2410
517214,2388
517214,2380
517213,2374
517214,2369
517214,2363
517213,2338
517214,2314
517193,2288
517193,2228
517214,2186
517214,2183
517194,2179
517194,2178
517214,2173
517214,2172
517213,2160
517214,2138
517193,2083
517214,2071
517234,2062
517193,2045
517193,2039
517192,2020
517192,2013
517213,2005
517234,1993
517192,1988
517192,1980
517194,1959
517123,1932
517172,1924
517192,1868
517172,1863
517123,1824
517193,1811
517192,1808
517192,1798
517192,1781
517192,1773
517123,1770
517214,1740
517234,1718
517192,1685
517123,1664
517123,1651
517214,1645
517192,1567
517194,1542
517192,1477
517214,1462
517123,1302
517194,1272
517214,999
517214,998
517214,996
517213,983
517234,982
517192,979
517213,911
517192,904
517192,888
517192,884
517113,875
517192,874
517193,872
517192,871
517192,866
517213,851
517234,823
517192,813
517234,812
517237,811
517214,810
517194,809
517192,807
517172,806
517192,805
517192,804
517113,801
517193,800
517192,799
517192,786
517214,765
517213,764
517193,763
517214,762
517234,761
517214,760
517193,754
517214,752
517214,750
517214,747
517192,745
517192,744
517192,743
517192,738
517234,736
517192,735
517192,732
517192,731
517193,730
517192,729
517192,727
517192,726
517213,721
517192,718
517192,714
517192,713
517193,708
517192,707
517192,700
517192,699
517192,697
517192,696
517172,690
517193,688
517192,685
517192,683
517193,674
517214,663
517214,649
517237,645
517192,643
517214,637
517214,636
517192,623
517192,621
517192,620
517192,615
517193,613
517192,611
517194,610
517213,606
517193,604
517214,595
517194,592
517193,587
517214,585
517214,575
517214,572
517194,571
517214,561
517214,551
517193,549
517214,548
517214,516
517214,514
517214,511
517214,508
517214,477
517214,473
517193,454
517193,448
517214,444
517214,443
517214,441
517214,440
517214,433
517214,431
517193,427
517193,423
517193,420
517192,417
517192,414
517193,413
517214,407
517213,394
517214,381
517234,379
517194,365
517214,360
517214,357
517194,343
527192,340
527192,336
517192,335
527192,326
517214,295
517214,289
517213,257
517123,256
517214,255
517192,246
517214,245
517214,236
517214,235
517214,198
517214,197
517214,192
517214,176
517214,169
517214,165
517214,160
517214,151
517214,139
517214,138
517214,130
517194,125
517214,113
517214,108
517214,104
517214,101
517214,100
517193,85
517213,72
517214,69
517214,57
517214,56
517214,47
517214,45
517213,33
517193,27
517192,24
517214,16
301408,1444
515722,595
515722,593
515661,592
515722,584
515711,583
515721,581
515631,576
515721,573
515722,571
515751,569
515721,562
515722,560
515661,556
515661,554
515721,552
515722,550
515631,535
515722,528
515722,510
515002,480
515001,478
515002,446
515766,414
515722,315
515721,285
515722,282
515631,209
515751,194
515751,193
515002,191
515661,174
515722,157
515721,142
515661,125
515661,101
515661,81
515722,37
523253,1909
523253,1905
523253,1904
523253,1898
523253,1897
523111,1895
523253,1894
523253,1892
523253,1889
523253,1883
523226,1882
523270,1880
523302,1876
523253,1875
523226,1872
523253,1871
523253,1864
523270,1863
523270,1857
523253,1842
523270,1830
523270,1825
523270,1819
523270,1818
523270,1802
523270,1792
523279,1787
523270,1778
523270,1774
523270,1764
523270,1759
523270,1755
523271,1747
523271,1741
523271,1726
523271,1710
523271,1708
523001,1703
523271,1694
523271,1685
523270,1653
523270,1643
523203,1642
523271,1611
523271,1607
523001,1592
523225,1591
523225,1590
523226,1589
523226,1586
523225,1585
523226,1584
523226,1583
523226,1582
523001,1575
523226,1574
523225,1556
523255,1526
523226,1516
523226,1515
523225,1506
524142,149
523270,1474
523270,1471
523270,1469
523270,1468
523270,1467
523270,1464
523270,1463
523270,1460
523270,1455
523270,1449
523270,1446
523270,1442
523240,1425
523270,1421
523270,1418
523240,1413
523270,1412
523270,1410
523270,1408
523279,1399
523279,1393
523272,1384
523270,1366
523274,1311
523279,1309
523273,1301
523254,126
524224,1138
524322,1137
524307,1136
524322,1135
524307,1132
524304,1131
524307,1130
524307,1127
524322,1126
524304,1122
524322,1121
502324,1115
524322,1102
524322,1098
524303,1093
524322,1089
523247,1083
524322,1082
523247,1081
524303,1075
524308,1074
524307,1067
524307,1061
524307,1060
524307,1059
524322,1056
524307,1054
524322,1041
523304,1040
524307,1040
524322,1036
524322,1025
524322,1020
523247,1012
523304,1002
524322,997
524322,992
524307,985
523113,981
524228,980
523105,980
523105,979
523105,974
524307,940
524307,936
523101,935
523113,934
524341,927
524345,926
524322,924
524322,923
524405,923
524309,922
524400,921
523211,920
524309,920
524322,918
524345,918
524409,917
523211,916
524409,916
523211,915
524004,915
523186,914
523264,913
523264,912
523213,912
523211,911
524405,911
524152,911
523262,910
524345,910
524142,910
523262,909
523211,908
524309,908
523211,907
524345,907
523211,906
524152,906
523211,905
523105,905
524345,905
523225,904
523211,903
523001,902
523211,901
524304,901
524345,901
524309,900
524309,898
524309,897
524322,890
524345,886
524345,884
523114,882
524405,882
524304,881
523113,881
524345,880
523116,879
524345,879
500089,877
524405,875
524345,873
523113,872
523116,870
524345,867
524322,864
523116,861
524309,861
523113,860
524309,857
523114,852
524309,846
524309,845
524345,844
524405,840
523260,839
524345,839
524303,838
524345,837
524405,832
524320,826
524409,825
524322,821
524320,821
524308,820
524322,819
516203,810
516203,809
516203,806
516203,805
523261,802
516203,802
524320,800
524309,793
524409,792
524345,782
524345,781
524345,780
524309,779
524345,777
524345,774
523240,770
523240,769
524345,769
523240,767
524345,766
523346,765
524405,763
523346,761
523240,759
523346,759
523240,753
523334,753
523247,749
524320,749
523247,748
524345,748
523334,748
523334,747
523228,746
524201,745
523334,744
523247,742
523230,740
524307,739
524345,739
524320,738
524201,738
523334,736
524201,736
518134,736
518134,733
523247,732
518134,732
518583,731
523241,730
518593,730
518674,728
518134,726
518134,725
518134,724
518134,723
518134,722
518563,721
516172,721
524101,720
516172,720
523230,719
524101,719
524345,718
516172,718
524409,717
518134,717
524142,716
524409,716
518134,716
516172,716
524307,715
524201,713
516172,713
516203,712
524142,711
516172,709
516203,707
524201,705
516172,705
524413,704
518513,704
516172,703
516172,702
516172,701
524412,683
524412,682
524412,681
524307,674
523252,670
524405,670
524412,669
523252,668
523261,667
523252,667
523261,666
523252,664
523252,663
524345,663
523252,661
524405,661
518513,659
523247,658
523261,656
518513,656
523261,655
518513,655
523167,654
518513,654
523167,653
524409,653
518513,653
523261,652
518513,652
518512,651
524345,644
523261,642
516193,642
524345,641
516193,641
524412,639
518512,639
524201,638
518502,638
516193,637
518523,637
518523,636
523261,635
516193,635
518513,634
524412,631
516193,630
523370,629
523332,627
523370,626
516217,626
516193,625
518502,625
524412,624
516193,623
523334,622
524001,621
524222,620
524236,619
524412,619
524236,618
523261,617
524222,617
518166,612
524224,611
523264,608
518512,608
524345,607
523263,606
523263,605
518112,605
518512,604
518512,603
524345,602
518112,601
524415,599
524402,598
524413,597
524402,596
524402,595
524402,594
524402,593
524308,592
524402,592
524409,590
524413,590
524413,589
524410,588
524413,587
524413,586
524201,585
524345,584
524415,584
524415,583
524410,582
524413,579
524410,576
523105,571
523101,570
522660,566
522660,565
523201,563
523113,562
524402,562
524345,560
523104,557
523113,554
524201,553
523260,550
523357,550
523357,549
523357,548
524345,547
523367,547
523367,546
523357,545
523357,544
523367,543
523261,542
523357,542
523110,542
523261,541
523265,541
523114,541
523114,540
523114,539
523334,537
523387,536
523110,536
516503,535
523357,535
523265,534
524222,533
516503,533
523110,533
523190,532
524222,532
523367,532
523110,532
524201,531
524222,530
516193,530
523114,529
524222,528
523357,528
524218,527
523260,526
524222,526
516503,526
523110,525
523247,524
523114,524
524218,524
524405,523
516193,523
523357,523
523110,523
524218,523
523110,522
516193,521
524223,521
523110,521
523265,520
524405,520
523357,520
533003,520
524317,520
516193,519
523357,519
524223,519
524317,518
516360,518
523247,517
523357,517
524218,517
523357,516
524152,516
524218,515
516362,515
524309,514
516172,514
523357,513
516362,513
524152,512
524222,511
523110,511
516362,511
523110,510
524223,509
524315,508
524410,507
523357,507
524223,507
523247,506
523110,506
523247,505
524223,505
523110,505
523357,503
524223,503
524218,503
523357,502
524223,502
524218,502
524413,501
518135,501
524218,501
524345,499
524101,499
524101,498
524406,496
524406,490
523230,489
524406,489
523230,488
523223,487
523105,485
523230,484
523109,483
523223,483
523367,482
523105,481
523223,481
523357,481
524405,480
523357,480
524406,479
523357,479
523223,478
523201,477
523230,476
524405,475
523190,473
523357,473
523190,472
524101,472
523367,472
523113,471
516217,470
523261,468
523230,468
516217,468
523109,467
523230,467
524142,467
523113,465
524409,465
524142,465
523230,464
523357,462
523108,461
524230,461
523367,461
523230,460
524405,459
516193,458
523301,456
516193,456
523357,456
523230,454
523367,452
516183,451
523357,451
524224,450
516474,449
524234,449
516193,449
524224,448
523357,448
524224,447
516434,446
524224,446
524301,446
524221,446
518543,445
524224,445
516175,444
516434,443
524224,443
524221,443
516175,442
523357,442
524221,442
524234,441
524221,441
518553,440
523357,440
516175,439
524224,439
523357,439
524221,439
516175,438
524343,438
524221,438
516175,437
524234,437
516193,437
524234,436
524221,436
523261,435
518553,435
523114,435
524343,435
524221,435
524309,434
523367,434
524343,434
524224,410
524221,434
524224,433
523114,433
524234,432
523114,432
518543,431
516193,431
523114,431
516172,431
518553,430
516193,430
523114,430
524343,430
524221,430
516172,430
516172,429
516359,428
524234,428
524223,428
516172,428
523108,427
524224,427
523357,427
524142,427
516411,426
524224,426
524142,426
516172,426
523109,425
518543,425
524224,425
524221,425
518543,425
516175,424
524224,424
524223,424
523109,423
523114,423
516172,423
524409,422
516359,422
524223,422
524301,422
524142,421
524227,421
518155,420
524201,420
524221,420
516172,420
518543,419
516172,419
518553,418
524234,418
524101,418
516172,418
518553,417
524142,417
524343,417
516172,417
524234,416
523357,416
524343,416
516172,416
524101,415
524223,415
524152,415
516172,415
524224,414
524221,414
518510,414
523261,412
524228,412
523357,412
524223,412
523261,411
523109,411
524301,411
518594,411
516359,410
301406,1444
524221,410
516172,410
516175,409
524234,409
524345,408
523223,408
523357,408
524301,408
524152,408
523261,407
518553,407
524152,407
518553,406
523357,406
524142,406
524152,406
518553,405
523357,405
524301,405
516172,405
524142,404
524301,404
524221,404
524152,404
518553,403
524234,403
523357,403
524240,403
518543,402
524142,402
523357,402
518510,402
523261,401
524201,401
524101,401
524301,401
516359,397
516175,396
524142,396
524224,396
517620,394
518598,394
524240,394
524224,394
524132,393
518598,393
524132,392
518165,392
524142,392
524224,392
516175,391
524132,391
524404,390
518124,390
524142,390
524134,389
524134,388
524142,388
517536,387
518220,387
516175,386
518196,386
524142,386
516175,385
524404,384
523329,383
516175,383
518122,383
524142,383
522603,382
518553,382
524404,382
523329,381
516359,381
518553,380
516175,379
516175,378
518122,378
524404,377
518122,377
518134,376
516359,374
518220,374
524224,374
516411,373
524134,373
524228,373
524134,372
524142,372
524224,372
524142,371
518553,370
518220,370
523335,369
518122,369
523334,368
518124,368
524224,368
516175,366
518112,365
524142,364
518543,363
524230,363
516175,362
524230,362
518124,362
523105,361
517619,361
518124,361
518553,360
517620,360
524142,360
518553,359
518220,359
523356,359
524404,358
518124,358
500068,357
524224,357
523356,357
523105,356
517520,356
524224,356
523357,356
524404,355
523357,355
523113,353
518543,353
523346,353
523333,352
524308,351
523334,351
518220,351
524201,350
523336,349
516193,349
518553,348
517620,348
524201,348
523357,348
523113,347
524142,347
524345,346
516175,346
518598,346
523114,346
523113,345
523334,345
523114,345
523336,344
524201,344
516505,343
523357,343
523105,342
573113,342
524230,342
518598,342
524201,342
516172,342
523105,341
517620,341
524345,340
523223,340
524224,340
524239,340
523357,340
524221,340
516355,340
523230,339
518543,339
524404,339
516505,339
524221,339
516355,339
517620,338
524221,338
524132,337
524221,337
524240,337
516355,337
524405,336
523223,335
516359,335
516193,335
524405,335
524221,335
516359,334
517619,334
516193,334
524201,334
524405,334
524221,334
516355,334
523113,333
518543,333
518176,333
523357,333
524227,333
516355,333
523115,332
524201,332
524405,332
524227,332
518553,331
518599,331
516193,331
524201,331
524221,331
524240,331
518599,330
524221,330
524240,330
518124,329
524225,329
524240,329
516175,328
516172,328
524201,327
524240,327
524312,326
518221,326
524227,326
524240,326
516355,326
524221,325
524240,325
516193,324
524223,324
524316,324
516172,324
516193,323
524240,323
523357,322
516172,322
524316,321
516172,321
517620,320
516355,320
523105,319
301413,1444
516355,319
524240,318
516355,318
524404,317
524405,317
524230,316
524223,316
524240,316
516172,316
523356,315
524223,315
524221,315
518593,315
524142,315
518674,314
524240,314
516172,314
524240,313
516218,313
524240,312
518573,312
516172,312
523247,311
524305,311
524240,311
516355,311
524221,310
524142,310
516355,310
518124,309
523357,309
524223,309
524221,309
516355,309
524304,308
516172,308
524405,307
524221,307
516355,307
524223,306
524315,212
524221,306
516355,306
518122,305
524223,305
524240,305
561355,305
518573,304
524240,304
516172,304
524222,303
523356,303
524221,303
518573,303
523357,302
518224,301
518573,301
516355,301
523114,299
523116,298
523254,298
523116,297
518124,297
523114,296
523230,296
518598,296
518124,295
518224,293
523230,291
523230,289
518224,285
524230,283
524230,282
523230,281
524230,281
524345,280
524230,280
524228,279
524222,278
523113,277
524228,275
524222,274
524230,270
524404,269
524228,268
524228,267
524228,265
524345,264
516175,264
518224,262
524134,261
524312,260
524222,259
517620,254
518543,252
524228,250
524222,249
524222,248
518543,246
524341,246
524341,245
524341,243
523369,242
524341,242
523116,241
524239,240
516505,239
524239,239
523373,239
523333,238
524343,238
516172,238
523113,237
523333,237
516505,237
523357,237
523335,236
516505,236
523357,236
523334,235
516228,235
301413,1444
524239,235
523357,235
523116,234
524239,234
516505,233
523113,232
524227,232
523333,231
524228,231
516362,231
524228,230
516193,230
518543,229
516505,229
523357,229
524315,229
523334,228
524315,228
516175,227
516505,227
523373,227
524315,227
524315,226
516175,226
524223,225
524341,225
524315,225
516172,225
524410,224
524239,224
518563,224
524315,224
516172,224
524402,223
523373,223
524221,223
524315,223
523113,222
524413,222
524343,222
524315,222
524415,221
524223,221
524343,221
524221,221
523114,220
524228,220
524402,220
524223,220
524315,220
523113,219
524223,219
518594,219
523167,218
523113,218
524402,218
524315,218
523116,217
523111,217
524413,217
524221,217
518176,217
524152,217
516359,216
523357,216
524343,216
524152,216
524239,215
524223,215
524221,215
518583,215
524315,215
516635,215
523114,214
524341,214
524315,214
523116,213
524222,213
524228,213
524315,213
524221,212
516355,212
523261,211
523116,211
518563,211
524315,211
523213,210
524221,210
518563,210
524152,210
523117,209
524341,209
524221,209
524315,209
518553,208
524221,208
524152,208
523213,207
523116,207
524341,207
524221,207
518594,207
516362,207
523117,206
523373,206
524341,206
518594,206
524341,205
524221,205
518583,205
524315,205
516175,205
523113,204
524223,204
524341,204
524221,204
524315,204
516175,204
524412,203
524223,203
524343,203
518583,203
524132,202
524343,202
524239,202
518176,202
524343,201
524239,201
524315,201
524132,194
524404,193
516175,191
524234,191
524345,189
524345,187
523201,185
523265,179
523265,178
524234,178
517620,177
524132,175
516411,171
518134,170
518225,169
523111,168
524320,168
524405,166
523261,165
523230,165
516175,165
524228,165
524405,165
523230,164
518553,164
524405,163
523230,162
524404,162
523201,161
524320,160
524343,160
524320,159
524343,159
516175,158
524320,158
524343,158
524320,157
524301,157
524224,156
524343,156
524320,155
524234,154
524320,152
524343,152
524320,151
524343,151
524320,150
518155,149
524320,149
524343,149
524228,149
524405,148
524228,148
524320,147
524228,147
524228,146
524320,145
524228,145
524239,144
524404,143
524228,143
516411,141
523369,141
523356,140
516359,140
524239,140
524239,139
524405,139
523369,139
524343,139
524228,139
523261,138
523369,138
524228,138
524304,137
523373,137
523357,136
524343,136
524228,135
524239,135
523369,135
517641,134
516228,134
524239,134
523373,134
524343,134
517619,133
516228,133
523373,133
524343,133
524221,133
516359,132
517619,132
516228,132
523201,131
516175,131
516193,131
523356,131
524221,131
518553,130
524132,130
524228,130
516183,130
524239,130
524221,130
523334,129
524228,129
524221,129
518583,129
523105,128
524221,128
524228,127
524239,127
516339,127
518135,126
524228,126
524225,126
516172,126
524228,125
524239,125
518583,124
524228,123
524343,123
518508,123
523201,122
524404,122
524225,122
518583,122
524315,122
516172,122
523201,121
523357,121
524223,121
524315,121
516173,121
516175,120
517619,120
524223,120
516329,119
523109,118
524316,118
516193,117
524320,117
524221,117
516203,117
524320,116
524221,116
518502,116
516355,116
524223,115
516172,115
518225,114
524315,114
516203,114
523261,113
524223,113
524343,113
524315,113
524221,112
516203,112
524221,111
518583,111
517620,110
523357,110
524343,110
524315,110
518224,109
523357,109
524343,109
524228,109
518452,109
524315,109
516172,109
524320,108
524223,108
524343,108
516172,108
521182,107
524343,107
524228,107
524315,107
523373,106
524228,106
524315,106
516172,106
523373,105
524225,105
524404,104
524224,104
524343,104
518224,103
524224,103
518586,103
523111,102
518196,102
523201,101
523373,101
524225,101
524343,101
524315,101
518175,101
524228,100
524308,99
516175,98
524224,98
523110,97
517620,97
516359,95
524304,93
516175,90
524132,87
523230,86
516175,80
516175,79
523254,77
524345,68
524224,68
524132,67
524132,64
524132,63
516175,62
516175,60
524309,59
524134,56
518135,51
524134,51
524307,50
524134,50
524134,49
518124,49
524224,48
524224,43
524304,42
516175,42
524224,42
524224,36
524404,35
524404,27
524404,25
523230,21
517620,21
518225,21
524224,19
524322,18
518553,17
523230,13
518124,12
518224,11
516411,9
523230,6
523230,5
523230,4
523230,1
524322,972
524320,968
524307,960
524307,958
524303,954
524303,951
523105,922
524315,902
524142,901
523245,874
523114,836
523113,806
523303,733
523240,722
523240,721
524405,713
523241,712
523245,705
524142,699
524345,696
524345,695
524345,691
524004,690
524309,687
524345,685
524345,684
524409,683
523265,630
524142,624
523303,617
523334,614
524222,608
524236,606
523247,602
523334,602
524236,602
516193,601
523247,600
524142,580
524142,560
524142,551
523113,546
523247,544
523247,535
524142,535
523247,533
523265,527
523247,525
524222,525
524222,520
524222,519
523334,517
524203,517
524222,516
522660,515
523334,513
516193,510
523334,509
523334,508
524222,507
523334,506
523334,505
516193,505
321607,1444
524222,502
516193,502
524222,501
516193,501
523109,454
523223,444
524201,444
523230,443
524203,441
524142,439
523108,438
524142,438
523230,436
523117,433
523247,426
523108,425
523108,423
523108,422
516193,421
523230,420
524228,418
524222,417
516193,417
523223,416
524142,415
533435,414
523223,413
524114,413
524201,412
523223,412
523223,410
523114,409
524222,405
524201,402
524142,352
524230,339
524222,332
523230,330
523230,329
524224,329
524142,327
524240,326
523223,321
523334,317
524224,317
524201,317
516193,316
523223,315
523247,314
524201,313
523230,310
516505,310
524201,310
523230,309
523305,309
524224,309
516193,309
523305,308
523223,307
518134,307
516193,306
523334,305
516193,305
523335,304
523334,303
524201,303
523334,302
524230,302
523223,301
524201,301
524230,300
518543,295
524224,293
518135,287
524225,287
516175,286
518553,283
524224,283
518543,282
524224,275
523254,274
516175,268
524239,264
523230,260
523230,258
524224,257
523117,255
523111,253
523254,248
523117,246
524134,246
523111,245
524222,244
518224,244
524312,243
518220,243
524224,243
523111,241
524228,239
516175,236
516175,234
518553,233
518224,232
523230,231
523111,230
523230,229
524312,229
524228,226
524221,221
524224,221
518124,220
518122,219
523334,218
524201,218
524201,217
524239,215
523334,214
516193,214
523230,213
524239,213
524239,212
524222,112
524228,210
524239,209
523334,208
516505,207
524221,207
524228,206
524239,206
524239,205
524239,204
523333,203
524224,203
516193,202
524239,202
524312,201
516193,201
523247,175
523247,172
523247,171
523201,162
523265,162
523254,153
523265,145
523230,136
518543,135
523230,124
523254,123
524239,122
523334,121
524222,120
523265,119
524201,119
524201,116
524201,115
523334,114
516228,114
524201,114
524228,113
516228,113
524239,113
523334,112
301001,1444
524228,111
516193,110
524239,110
516193,109
523334,108
523265,107
516193,107
523334,106
524201,106
524222,104
524239,104
524228,103
524239,102
523254,101
524222,101
523230,80
523230,75
524142,23
413102,1567
415523,1566
413110,1565
415523,1564
415523,1563
415523,1562
415523,1560
412103,1559
413102,1558
415523,1556
413102,1555
415523,1554
413102,1553
413110,1552
415523,1551
415523,1550
415523,1549
415523,1548
415523,1547
415523,1546
413102,1544
415523,1543
413102,1542
412103,1541
413102,1540
415523,1539
415523,1538
415523,1537
415523,1532
415523,1529
415523,1528
413102,1527
415523,1525
415523,1524
415523,1523
413110,1522
415523,1521
415523,1520
413110,1518
415523,1517
415523,1516
413102,1515
415523,1514
415523,1510
415523,1509
415523,1507
415523,1504
415523,1496
415523,1495
413110,1492
413102,1488
415523,1487
413110,1482
415523,1481
415523,1480
415523,1477
413110,1470
415523,1468
415523,1465
415523,1461
415523,1460
415523,1457
415523,1454
413102,1453
301413,1444
415523,1450
413102,1447
413102,1426
415523,1417
415523,1416
413110,1409
415523,1396
413102,1393
415523,1389
413102,1387
415523,1382
415523,1378
415523,1374
413102,1368
415523,1367
413102,1356
415523,1351
413110,1345
415523,1343
415523,1340
415523,1335
415523,1330
415523,1325
415523,1323
412103,1320
415523,1316
413102,1313
415523,1310
415523,1309
415523,1305
415523,1303
415523,1302
415523,1293
415523,1291
413110,1281
413110,1280
415523,1271
415523,1270
415523,1267
415523,1258
415523,1250
413102,1241
415523,1234
415523,1233
415523,1232
413102,1230
415523,1229
415523,1226
415523,1225
415523,1223
415523,1221
415523,1218
415523,1216
415523,1208
415523,1207
415522,1203
413110,1198
415523,1197
415523,1181
415523,1180
415523,1176
415523,1174
415523,1168
415523,1166
415523,1157
415523,1156
415523,1148
415523,1146
415523,1138
415523,1136
415523,1131
415523,1123
415523,1115
415523,1113
415523,1107
415523,1106
415523,1102
415523,1099
415523,1093
415523,1079
415523,1078
415523,1073
415523,1063
415523,1058
415523,1056
415523,1052
415523,1044
415523,1041
415523,1039
415523,1038
415523,1037
415523,1036
415523,1032
415523,1029
415523,1027
415523,1023
415523,1017
415523,1016
415523,1013
415523,1012
415523,1009
415523,1007
415523,1005
415522,1002
415522,998
415522,995
415522,986
415522,967
415522,966
415522,962
415522,961
415522,952
415522,942
415522,941
415522,940
415522,936
415522,923
415522,922
415522,921
415522,919
415522,917
415522,913
415522,911
415522,910
415522,908
415522,900
415523,894
415522,891
415523,881
415523,880
415522,879
415523,874
415522,871
415522,867
415522,865
415522,860
415523,858
415522,849
415522,844
415522,836
415522,823
415522,820
415522,819
415522,816
415522,814
415522,812
415523,802
415522,801
415522,793
415523,790
415523,788
415523,774
415523,773
415523,764
415523,756
415523,751
415522,746
415523,727
415523,690
415523,685
415523,676
415523,675
415523,668
413102,666
413102,664
415522,661
415523,659
415522,654
413103,652
415523,647
415522,640
415522,638
415522,637
415522,636
413102,635
415522,628
415522,627
415523,622
415523,620
415223,615
415523,599
415523,597
415523,593
415523,584
415523,583
415523,581
415523,579
415523,575
415523,570
413517,568
413513,567
413524,566
415523,565
413513,564
413518,563
415523,562
413581,561
413517,560
413519,557
413513,556
585326,555
585417,554
413513,553
415523,553
413513,552
413517,551
415523,551
413617,549
413524,548
413513,547
415523,547
585401,546
585326,541
413517,540
413524,539
585443,537
415523,537
413544,534
415523,534
413544,532
415523,532
413513,531
413519,530
413517,528
415523,528
413519,527
413531,525
413517,524
413544,523
413517,519
413513,517
413544,515
413544,513
413544,512
415523,511
413518,510
413519,507
415523,507
413517,506
413519,503
585326,502
413524,501
413513,495
413519,494
413513,493
415523,493
413524,492
413513,491
585417,490
413513,489
413519,488
413110,488
413524,487
585417,482
413110,482
413517,481
415523,481
415523,479
585326,478
431715,477
415523,477
415523,476
431719,475
585326,474
415523,474
413518,473
585417,472
413312,468
415523,468
413517,467
585326,464
585443,463
413517,461
415523,461
413532,460
413518,459
415523,458
413544,456
415523,456
413517,455
413519,454
413517,453
415523,453
413517,452
413517,451
412103,451
413102,450
415523,449
413513,448
415523,448
413517,447
413519,446
585417,443
413517,441
413517,439
413102,439
413532,438
415523,438
413544,437
413532,436
413517,435
413115,435
413519,433
413517,432
413532,431
413513,430
413517,428
415523,428
413532,427
412103,424
415523,423
413519,422
415523,422
413519,421
415523,421
413519,419
431705,419
413544,418
431702,418
415523,417
431701,417
413513,416
431512,416
413102,415
431701,415
413517,414
415523,414
431512,414
413513,413
413513,412
415523,412
431712,412
413116,411
431712,411
413519,410
413110,410
431703,410
431512,409
413517,408
415523,408
431712,408
413514,407
431712,407
413517,406
415523,404
415523,403
431512,403
413517,402
431512,402
431705,401
413517,400
431512,400
412103,399
431701,399
412103,398
431701,398
431701,397
413544,396
413519,395
413102,395
413517,394
412103,394
431701,394
413517,393
431701,393
413517,392
431712,392
431701,391
415523,390
431712,390
431712,388
413517,387
415523,387
431701,387
413544,386
431701,386
431701,385
413202,384
431701,384
413514,383
413102,383
431712,383
413517,382
431712,382
412103,381
413517,380
413544,379
431512,379
431702,378
431512,376
431712,375
413116,374
431712,374
413116,373
431712,373
415523,372
431712,372
413532,371
415523,371
